deal_name,rut_encontrado,rut_fuente,score,vertical,pain_point,reasoning,charon_ok,Industry,Área de la empresa,Deal Stage
Autokas - PEP,76242341-3,gemini,40.0,Manufactura Retail,Gestión y verificación de proveedores de vehículos y repuestos automotores para cumplir con estándares de calidad y trazabilidad en la cadena de suministro.,"La empresa se clasifica en 'Manufactura Retail' debido a que realiza venta al por mayor de vehículos automotores, lo que la posiciona en el sector retail/distribución automotriz. No presenta regulación específica de entidades como CMF, Sernageomin, SEC o CNE (puntuación 0). Con 44 trabajadores y operaciones de venta mayorista, se estima que maneja entre 50-200 proveedores de marcas, repuestos y servicios automotores (puntuación 15). No hay señal externa proporcionada (puntuación 0). El pain_point relevante es la necesidad de compliance en la verificación de proveedores en la cadena automotriz.",True,Sin clasificar,,Z - Closed Lost 
Bagoots,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
B2B Rental,76119769-K,gemini,35.0,Otro,"Gestión y verificación de proveedores de repuestos, mantenimiento y servicios automotores; cumplimiento normativo en contrataciones de terceros para operaciones de flota.","La empresa es una arrendadora de vehículos sin chofer (31 trabajadores, gran empresa). No pertenece a verticales regulados como Financiero, Mining/Energía, Utilities o Manufactura Retail, por lo que se clasifica en 'Otro'. No está regulada por CMF, Sernageomin, SEC o CNE (puntaje 0). En proveedores: una empresa de alquiler de vehículos típicamente gestiona 50-200 proveedores (combustible, mantenimiento, seguros, repuestos, logística), asignando 15 puntos. Sin señal externa reportada, puntaje 0. El dolor principal es la debida diligencia sobre proveedores de servicios críticos en cadena de suministro automotriz.",True,Sin clasificar,,Z - Closed Lost 
BICE - Proveedores & Compliance,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Capital Advisors,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
BANAGRO,76148326-9,gemini,35.0,Otro,Gestión y verificación de proveedores de maquinaria y equipos industriales para asegurar cumplimiento normativo y reducir riesgos en la cadena de suministro,"BANAGRO es una empresa distribuidora mayorista de maquinaria y equipos (giro no clasificado en verticales principales). Se clasifica en 'Otro' por ser comercio B2B especializado. No presenta regulación específica de entidades como CMF, Sernageomin o CNE (puntuación 0). Con 46 trabajadores y modelo de venta mayorista, se estima que maneja entre 50-200 proveedores de equipos y maquinaria (puntuación 15). Sin señal externa reportada (puntuación 0). El pain_point se enfoca en verificación de proveedores, aspecto crítico para distribuidoras que necesitan garantizar calidad y cumplimiento normativo de sus fuentes de abastecimiento.",True,Sin clasificar,,Z - Closed Lost 
Brevity - API,77457088-8,gemini,5.0,Otro,Gestión y validación de proveedores de servicios tecnológicos e infraestructura IT,"BREVITY CHILE SPA es una empresa de consultoría informática y gestión de instalaciones IT con 2 trabajadores (pequeña = 5 puntos). No pertenece a verticales regulados como Financiero, Mining/Energía, Utilities o Manufactura Retail, por lo que se clasifica en 'Otro'. No hay evidencia de regulación por CMF, Sernageomin, SEC o CNE (puntuación regulación: 0). Como micro-empresa de servicios profesionales, probablemente maneja menos de 50 proveedores (puntuación proveedores: 0). Sin señal externa registrada (puntuación señal: 0). El pain point principal sería la necesidad de validar y hacer compliance sobre sus proveedores de servicios IT e infraestructura, aspecto crítico para empresas de consultoría.",True,Sin clasificar,,Z - Closed Lost 
Capitalex - 2023,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Capitalmax,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Cencosud (Mario),,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Cardda,77007942-K,gemini,5.0,Otro,Gestión y verificación de proveedores de servicios tecnológicos y cumplimiento normativo en contrataciones de TI,"CARDDA SPA es una empresa de servicios informáticos con 10 trabajadores (pequeña). El giro 'OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS' no corresponde a verticales regulados específicos (no es Financiero, Mining/Energía, Utilities o Manufactura Retail), por lo que se clasifica en 'Otro'. No hay evidencia de regulación CMF, Sernageomin, SEC o CNE (puntaje regulación: 0). Como empresa pequeña de servicios TI, probablemente maneja <50 proveedores, típicamente partners tecnológicos puntuales (puntaje proveedores: 0). No hay señal externa registrada (N/A), por lo que puntaje señal es 0. El pain_point identificado es relevante para Plutto: empresas de servicios TI requieren KYB robusto para verificar a sus proveedores y cumplir con regulaciones de contratación.",True,Sin clasificar,,Z - Closed Lost 
Chipax - Chipay,76550081-8,gemini,12.0,Otro,Gestión y verificación de cumplimiento normativo de proveedores de servicios IT y consultoría; auditoría de identidad y antecedentes de contratistas en servicios de infraestructura informática,"CHIPAX es una empresa de consultoría IT y gestión de instalaciones informáticas (giro no clasificado en verticales regulados). Se clasifica en 'Otro' al no pertenecer a Financiero, Mining/Energía, Utilities/Infraestructura ni Manufactura Retail. No está bajo regulación de CMF, Sernageomin, SEC o CNE (puntos regulación: 0). Con 33 trabajadores (empresa mediana) en consultoría IT, se estima <50 proveedores, típicamente de infraestructura, software y servicios especializados (puntos proveedores: 0). Sin señal externa reportada (puntos señal: 0). El pain_point relevante es la verificación KYB de proveedores de servicios IT, dado que estas empresas requieren validar identidad y antecedentes de consultores y contratistas.",True,Sin clasificar,,Z - Closed Lost 
Circle,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Confuturo,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Cleo - BDR Opportunity,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Chipay,76550081-8,gemini,12.0,Otro,"Gestión y validación de proveedores de servicios tecnológicos e informáticos, verificación de cumplimiento regulatorio de consultores y contratistas en el área TI","CHIPAX es una empresa de consultoría informática y gestión de instalaciones IT, sin presencia en verticales regulados (financiero, energía, utilities, manufactura retail). No está sujeta a reguladores como CMF, Sernageomin, SEC o CNE, por lo que regulacion=0. Siendo una consultora mediana (33 trabajadores), probablemente maneja menos de 50 proveedores especializados en infraestructura y servicios tecnológicos, asignando proveedores=0. Sin señal externa reportada (N/A), señal=0. El pain_point se enfoca en KYB para proveedores del sector tecnológico, donde Plutto podría aportar valor en compliance y validación.",True,Sin clasificar,,Z - Closed Lost 
Consorcio - Proveedores,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Copec - 2022 (Billetera electrónica),,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
COPEC S.A. - Verificación de clientes,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Falabella Proveedores,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Eurocapital - BDR,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Duemint,76453707-6,gemini,45.0,Financiero,Cumplimiento normativo y gestión de proveedores en servicios financieros auxiliares sin sistemas integrados de KYB,"La empresa DUEMINT SPA se clasifica en 'Financiero' porque su giro explícitamente menciona 'actividades auxiliares de las actividades de servicios financieros', lo que indica operaciones relacionadas con el sector financiero. Por regulación: obtiene 15 puntos porque empresas en servicios financieros auxiliares están típicamente reguladas por la CMF en Chile. Por proveedores: con 47 trabajadores (mediana) y siendo prestadora de servicios financieros, se estima entre 50-200 proveedores (15 puntos), considerando proveedores tecnológicos, legales, contables y operacionales. Por señal: 0 puntos ya que no hay información de eventos significativos (N/A). El pain_point refleja la necesidad típica de estas empresas de verificar y monitorear proveedores en un sector altamente regulado.",True,Sin clasificar,,Z - Closed Lost 
Financia Capital,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Finameris,76621380-4,gemini,56.0,Financiero,"Gestión de cumplimiento regulatorio y KYB de contrapartes financieras, con validación continua de proveedores y socios comerciales ante la CMF","La empresa FINAMERIS SERVICIOS FINANCIEROS opera en el sector de servicios financieros (giro explícito), clasificándola en vertical Financiero. Está sujeta a regulación de la CMF por su naturaleza de servicios financieros (15 puntos). Con 75 trabajadores (gran empresa) y operaciones en servicios financieros, se estima 50-200 proveedores típicos en este sector (15 puntos). No hay señal externa informada (0 puntos). El pain_point se centra en compliance regulatorio y validación de terceros, core del valor de Plutto.",True,,,
Fintual - Inf. legal,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Gregario,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
hofmann,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Forum (Mario),96678790-2,gemini,61.0,Financiero,Gestión de cumplimiento normativo regulatorio ante CMF y validación de identidad de clientes y contrapartes en transacciones financieras,"La empresa se clasifica como Financiero por su razón social 'FORUM SERVICIOS FINANCIEROS S.A.' y giro explícito 'FINANCIERAS'. Como empresa financiera de gran tamaño (843 trabajadores, tramo SII 13) opera bajo regulación de la CMF (Comisión para el Mercado Financiero), asignando 15 puntos. Se estiman 50-200 proveedores típicos de empresas financieras de esta envergadura (servicios tecnológicos, legal, outsourcing), asignando 15 puntos. Sin señal externa identificada (N/A), se asignan 0 puntos. El pain point principal es la validación y compliance de clientes y contrapartes según regulaciones CMF.",True,Sin clasificar,,Z - Closed Lost 
Hospitalia,78233420-4,gemini,58.0,Manufactura Retail,"Gestión de compliance y verificación de proveedores en cadena de suministro de productos médicos, cumplimiento de regulaciones sanitarias y trazabilidad de productos.","La empresa se clasifica en 'Manufactura Retail' dado su giro de 'venta al por mayor no especializada' y nombre que indica enfoque en productos médicos. Está probablemente regulada por autoridades sanitarias (implícito en venta de productos médicos), asignando 15 puntos. Con 99 trabajadores y operación de distribución mayorista, se estima entre 50-200 proveedores (15 puntos). Sin señal externa reportada (0 puntos). El pain point principal es la necesidad de gestionar compliance regulatorio y KYB de proveedores en sector sensible como salud.",True,Sin clasificar,,Z - Closed Lost 
Ingevec,76016541-7,gemini,38.0,Financiero,Gestión de compliance regulatorio y validación de identidad de contrapartes en operaciones de fondos e inversiones,"La empresa INGEVEC S.A. se clasifica en vertical Financiero debido a su giro explícito en 'FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES'. Como entidad de inversión/fondos en Chile, está regulada por la CMF (Comisión para el Mercado Financiero), lo que justifica 15 puntos en regulación. Con 7 trabajadores es una empresa pequeña-mediana, por lo que se estima <50 proveedores (0 puntos). Sin señal externa reportada (0 puntos). El pain point principal es la necesidad de cumplir con regulaciones CMF sobre KYB/KYC en validación de contrapartes e inversionistas, problema que Plutto resuelve directamente.",True,Sin clasificar,,Z - Closed Lost 
Justo,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Itau - Mario,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Justo - Leads,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Klug Renting,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Kupfer,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
La Araucana CCAF - Landing,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Latam airlines,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Lipigas,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Levannta,77535348-1,gemini,30.0,Financiero,Gestión de cumplimiento regulatorio y validación de identidad de clientes en servicios de asesoría financiera; verificación de antecedentes y sanciones de contrapartes.,"La empresa se clasifica en 'Financiero' debido a que su giro explícito menciona 'ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA'. Esta actividad está regulada por la CMF (Comisión para el Mercado Financiero) en Chile, lo que justifica 15 puntos en regulación. Con 17 trabajadores y siendo una consultora de servicios financieros, se estima menos de 50 proveedores (0 puntos). No hay señal externa reportada (N/A = 0 puntos). El pain point se enfoca en compliance KYB, que es el core de Plutto y especialmente relevante para asesores financieros que requieren validar identidades y verificar sanciones de clientes.",True,Sin clasificar,,Z - Closed Lost 
Lipigas - Gestión de proveedores,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
iConstruye - Leads y Posible Monitoreo Cartera,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
MACH - Onboarding Clientes Empresa,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
MACH - Cuenta Digital,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Mapfre - Pep,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Mercado Pago - Online,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Mercado Pago KYB,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Mercai,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Marshall Rodriguez & Cia,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Mittarentacar,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
MoonK,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Monnet,77209518-K,gemini,20.0,Financiero,Cumplimiento normativo y KYB con reguladores financieros (CMF); verificación de identidad y antecedentes de clientes en plataformas de pagos en línea.,"La empresa MONNET PAGOS EN LINEA SPA opera en asesoría financiera y pagos en línea, clasificándola claramente en el vertical Financiero. Está probablemente regulada por la CMF (Comisión para el Mercado Financiero) dado su giro en servicios de pago y asesoría financiera (puntuación regulación: 15). Con solo 1 trabajador es una micro empresa con pocos proveedores internos (puntuación proveedores: 0). Sin señal externa reportada (puntuación señal: 0). El pain point principal es la necesidad de cumplir regulaciones financieras y realizar KYB/KYC riguroso en sus operaciones.",True,Sin clasificar,,Z - Closed Lost 
Paris,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Motorleads,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Parque Arauco,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Rendalo Maq,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
R2,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
SALFA,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
RedMegaCentro,76377075-3,gemini,38.0,Financiero,Gestión de cumplimiento normativo y validación de identidad de clientes e inversores en fondos y sociedades de inversión,"La empresa se clasifica en vertical Financiero porque su giro explícito es 'FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES', lo que indica claramente actividad financiera. Recibe 15 puntos en regulación porque empresas de este tipo están necesariamente reguladas por la CMF (Comisión para el Mercado Financiero) en Chile. Se asigna 0 puntos en proveedores porque con solo 1 trabajador es improbable que maneje >50 proveedores formales. No hay señal externa reportada (N/A = 0 puntos). El pain_point se relaciona con la necesidad típica de plataformas financieras de cumplir con KYB y compliance regulatorio, que es exactamente el core business de Plutto.",True,Sin clasificar,,Z - Closed Lost 
Security Factoring,96655860-1,gemini,56.0,Financiero,"Gestión de compliance y verificación de identidad de clientes y contrapartes en operaciones de factoring, cumplimiento de normativas antilavado de dinero (ALD) y debida diligencia mejorada.","La empresa FACTORING SECURITY S.A. opera en el giro FINANCIERAS, clasificándose en el vertical Financiero. Como empresa de factoring está sujeta a regulación CMF (Comisión para el Mercado Financiero), asignando 15 puntos. Con 182 empleados (gran empresa) y operaciones de factoring que típicamente involucran múltiples clientes y proveedores financieros, se estima entre 50-200 proveedores (15 puntos). No hay señal externa reportada (0 puntos). El pain_point principal es la automatización de compliance y KYB, crítico en servicios financieros regulados.",True,Sin clasificar,,Z - Closed Lost 
Sell Factoring,77225818-6,gemini,18.0,Financiero,Validación y monitoreo de proveedores financieros y empresas clientes para cumplimiento normativo de la CMF en operaciones de factoring y cobranza,"La empresa SELL FACTORING opera en servicios financieros (factoring y cobranza), por lo que se clasifica en vertical Financiero. Está probablemente regulada por CMF (Comisión para el Mercado Financiero) dado su giro de actividades financieras (15 puntos). Con 0 trabajadores registrados y siendo una SPA pequeña sin empresas relacionadas, se estima <50 proveedores (0 puntos). Sin señal externa reportada (0 puntos). El pain_point principal es la necesidad de KYB para validar contraparte en operaciones de crédito y cobranza, cumpliendo regulaciones CMF.",True,Sin clasificar,,Z - Closed Lost 
Sierra Gorda SCM,76081590-K,gemini,65.0,Mining/Energía,"Gestión de compliance regulatorio con Sernageomin, auditoría de proveedores en cadena de suministro minera compleja, y cumplimiento de estándares ambientales y de seguridad en operaciones de extracción.","La empresa SIERRA GORDA S.C.M. opera en 'EXTRACCION Y PROCESAMIENTO DE COBRE', lo que la clasifica claramente en Mining/Energía. Como operadora minera de gran escala (1.879 trabajadores, gran empresa), está regulada por Sernageomin y sujeta a normativas ambientales y de seguridad (15 puntos regulación). Una operación minera de este tamaño típicamente gestiona entre 50-200 proveedores críticos en su cadena de suministro (15 puntos proveedores). Sin señal externa reportada (0 puntos). El pain_point refleja desafíos típicos de KYB en minería: compliance regulatorio y validación de proveedores.",True,Sin clasificar,,Z - Closed Lost 
Sigro,89037500-6,gemini,45.0,Otro,Gestión y verificación de cumplimiento normativo de múltiples proveedores y contratistas en proyectos de construcción residencial,"La empresa es constructora residencial de gran tamaño (1244 trabajadores, gran empresa = 20 puntos base). Se clasifica en 'Otro' ya que no corresponde a los verticales específicos listados. No tiene regulación directa de CMF, Sernageomin, SEC o CNE (0 puntos). Como constructora grande con múltiples proyectos, probablemente gestiona entre 50-200 proveedores de materiales, servicios y subcontratistas (15 puntos). Sin señal externa reportada (0 puntos). El pain point principal es la verificación de compliance y KYB de proveedores y contratistas, especialmente en contextos regulatorios crecientes en construcción.",True,Sin clasificar,,Z - Closed Lost 
Simpli Latam,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
SMB Factoring - BDR Opportunity,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
SMU S.A. - BDR,,no_encontrado,,,,,,,,
Tanner,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Telefonica - canal mayorista,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Telefónica Flex. Doc.,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Todo Factoring,96885910-2,gemini,45.0,Financiero,Gestión de cumplimiento normativo ante CMF y auditoría de proveedores en entidades financieras,"La empresa se clasifica en 'Financiero' porque su giro explícito es 'FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES', claramente del sector financiero. Regulación: 15 puntos porque las entidades de inversión y fondos están obligatoriamente reguladas por la CMF (Comisión para el Mercado Financiero). Proveedores: 15 puntos estimados considerando que una sociedad de inversión de tamaño mediano (26 trabajadores) típicamente gestiona entre 50-200 proveedores (bancos custodios, auditores, abogados, proveedores de tecnología, servicios administrativos). Señal: 0 puntos porque no hay señal externa reportada (N/A). El pain_point identificado es la gestión de cumplimiento regulatorio y KYB de proveedores, típico de entidades reguladas que requieren verificación constante de contrapartes.",True,Sin clasificar,,Z - Closed Lost 
Sonda - Solicitudes,83628100-4,gemini,45.0,Otro,"Gestión y cumplimiento normativo de una base extensa de proveedores de servicios tecnológicos e infraestructura informática, considerando dependencias críticas y seguridad de datos.","SONDA es una gran empresa (2248 trabajadores) de consultoría y gestión de infraestructura informática. Se clasifica en 'Otro' ya que no corresponde a los verticales específicos listados (no es Financiero, Mining/Energía, Utilities/Infraestructura ni Manufactura Retail, aunque tiene características de servicios B2B tecnológicos). No hay evidencia de regulación directa por CMF, Sernageomin, SEC o CNE (regulación = 0). Como proveedor de servicios críticos a múltiples clientes corporativos e institucionales, probablemente gestiona entre 50-200 proveedores de hardware, software y servicios complementarios (proveedores = 15). Sin señal externa reportada (N/A = 0). El dolor principal es la complejidad de KYB y cumplimiento normativo sobre proveedores dispersos en su cadena de suministro tecnológico.",True,Sin clasificar,,Z - Closed Lost 
VectorCapital - Ver Clientes,,no_encontrado,,,,,,,,
WebDox,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Transbank - Leads (Mario),96689310-9,gemini,61.0,Financiero,"Gestión y validación de identidad de múltiples proveedores y contrapartes en transacciones financieras, cumplimiento normativo CMF y prevención de fraude",Transbank es claramente una empresa del sector financiero (procesadora de pagos y servicios financieros). El giro 'actividades auxiliares de servicios financieros' confirma su naturaleza regulatoria. Recibe regulación de la CMF (15 puntos). Como procesadora de pagos opera con múltiples proveedores y contrapartes (estimado 50-200: 15 puntos). No hay señal externa reportada (0 puntos). El pain point se alinea con necesidades de KYB/KYC para instituciones financieras reguladas.,True,Sin clasificar,,Z - Closed Lost 
Wild Brands,,no_encontrado,,,,,,Sin clasificar,,Z - Closed Lost 
Voul.tech,77747976-8,gemini,5.0,Otro,Gestión y validación de proveedores de servicios de apoyo empresarial sin marco regulatorio específico,"VOULTECH CHILE SPA opera en 'Otras actividades de servicios de apoyo a las empresas n.c.p.', giro genérico que no encaja en verticales específicos regulados (Financiero, Mining, Utilities, Manufactura Retail). Se clasifica como 'Otro'. No presenta regulación externa aplicable (CMF, Sernageomin, SEC, CNE): 0 puntos. Con 11 trabajadores y naturaleza de servicios generales de apoyo, se infiere base pequeña de proveedores (<50): 0 puntos. Sin señal externa explícita reportada: 0 puntos. El pain point identificado es la necesidad de validar y cumplir normativas con proveedores en un segmento sin regulación específica, donde Plutto podría agregar valor en KYB y compliance.",True,Sin clasificar,,Z - Closed Lost 
NovaRed - contratos,,no_encontrado,,,,,,Tech,,Z - Closed Lost 
Fz Sports - Proveedores,,no_encontrado,,,,,,Tech,Compliance,Z - Closed Lost 
Interop Latam,77770860-0,gemini,12.0,Otro,Gestión y validación de proveedores de servicios tecnológicos e informáticos sin framework regulatorio específico,"La empresa es consultora de informática y gestión de instalaciones IT, clasificada en 'Otro' al no pertenecer a verticales regulados (Financiero, Mining/Energía, Utilities, Manufactura Retail). No está sujeta a reguladores como CMF, Sernageomin, SEC o CNE (puntos regulación = 0). Como consultora de 16 personas, probablemente maneja <50 proveedores (puntos proveedores = 0). Sin señal externa reportada o N/A (puntos señal = 0). El pain_point se basa en que empresas consultoras IT típicamente requieren validar múltiples proveedores tecnológicos sin tener procesos KYB formalizados, lo cual Plutto podría resolver.",True,Tech,Gerente General,Z - Closed Lost 
PRECISION - New Deal,,no_encontrado,,,,,,Tech,Abastecimiento,Z - Closed Lost 
PRECISION- Contratos,,no_encontrado,,,,,,Tech,,Z - Closed Lost 
TRES60,,no_encontrado,,,,,,,,
Grupo Gtd,,no_encontrado,,,,,,Telecom,Abastecimiento,Z - Closed Lost 
