RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
78591180-6,SERVICIOS GEA LIMITADA,9,51,PERSONA JURIDICA COMERCIAL,TRATAMIENTO Y ELIMINACION DE DESECHOS NO PELIGROSOS,V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
78591360-4,SUPERMERCADO ITALIA COMPANIA LTDA,10,38,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78591370-1,BETHIA S A,13,33,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78591400-7,SOC INDUSTRIAL Y METALURGICA LTDA,8,45,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78592680-3,CONSTRUCTORA JOSE MIGUEL GARCIA Y  CIA LIMITADA,13,1294,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78595710-5,NEUMASERVICIO IQUIQUE SPA,8,25,PERSONA JURIDICA COMERCIAL,"FABRICACION DE CUBIERTAS Y CAMARAS DE CAUCHO, RECAUCHUTADO Y RENOVACION DE CUBIERTAS DE CAUCHO",I REGION DE TARAPACA,Manufactura / Retail,False,,,,,,,,,
78599150-8,FIERRO Y CAUCHO LTDA,9,38,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS DE CAUCHO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78599250-4,ARTBASE INGENIERIA CONSTRUCCION Y SERVICIOS LIMITADA,9,158,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,VIII REGION DEL BIO BIO,Mining / Energía,False,,,,,,,,,
78600780-1,VINA LA ROSA S A,11,131,PERSONA JURIDICA COMERCIAL,ELABORACION DE VINOS,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78604410-3,EXPEDITORS CHILE TRANSPORTES INTERNACIONALES LIMITADA,12,60,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78604950-4,VILLABLANCA INDUSTRIAL SOCIEDAD ANONIMA,10,87,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78605950-K,RODAMIENTOS SMILOVIC LIMITADA,9,14,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
78606230-6,PANIFICADORA SAN SEBASTIAN LTDA,8,28,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78606340-K,CONSTRUCTORA NOGAL LIMITADA,8,34,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO NO RESIDENCIAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78606820-7,HERNAN VICENTE MALDONADO SALAZAR Y CIA LTDA,8,40,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78608000-2,INMOBILIARIA Y CONSTRUCTORA VIENTO DEL SUR LIMITADA,8,63,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78608010-K,SOC NACIONAL DE METALES S.A,10,24,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE METALES Y MINERALES METALIFEROS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78608290-0,INDUSTRIAS MOLINERA Y ARROCERA SAN TA MARTA LIMITADA,10,44,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS DE MOLINERIA N.C.P.,XVI REGION DE ÑUBLE,Manufactura / Retail,False,,,,,,,,,
78610210-3,METALURGICA VULCO LIMITADA,8,65,PERSONA JURIDICA COMERCIAL,FABRICACION DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS Y PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78610450-5,DIALUM LAMINATED GLASS SPA,10,16,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE VIDRIO N.C.P.,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78610880-2,INCHCAPE SHIPPING SERVICES B V CHI LE LIMITADA,10,96,PERSONA JURIDICA COMERCIAL,AGENCIAS DE NAVES,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78611990-1,AGROINDUSTRIAL CODIGUA SPA,11,86,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS LACTEOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78612970-2,SERVICIOS E INVERSIONES BOUCHON S.A.,8,35,PERSONA JURIDICA COMERCIAL,ELABORACION DE VINOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78613260-6,TRANSPORTES ENANGAB LIMITADA,11,15,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
78616370-6,MADERERA LAGO VILLARRICA LIMITADA,9,30,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78616630-6,CONSTRUCTORA LAS TERRAZAS  SPA,9,48,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78618480-0,TRANSPORTES DON ALFONSO LIMITADA,9,36,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78619320-6,MULTITIENDAS DANSEL LIMITADA,9,15,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78619530-6,TRANSPORTES SIRANDONI JARA SPA,8,39,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78619800-3,INDUSTRIA DE BORDADO LIMITADA,9,18,PERSONA JURIDICA COMERCIAL,"FABRICACION DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78621600-1,TRANSPORTES SANTIAGO SPA,10,169,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78624210-K,MARUBENI AUTO FINANCE LTDA,11,159,PERSONA JURIDICA COMERCIAL,FINANCIERAS,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78624220-7,SANIBEL S.A,9,54,PERSONA JURIDICA COMERCIAL,"FABRICACION DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR, PERFUMES Y PREPARADOS DE TOCADOR",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78624290-8,EQUIPOS DE IZAJE PROWINCH CHILE SPA,9,36,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78627210-6,HIPERMERCADOS TOTTUS SA,13,11171,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78627340-4,SANTA ROSA CHILE ALIMENTOS LIMITADA,12,148,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS LACTEOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78632550-1,TRIVINO MEDIO AMBIENTE LIMITADA,10,655,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78634350-K,TRANSPORTES VIDAL HERMANOS SPA,10,126,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Utilities / Infraestructura,False,,,,,,,,,
78634860-9,INTERVIAL CHILE S.A.,13,133,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78639570-4,SOC COMERCIAL DIAZ LIMITADA,9,25,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78640880-6,SOC DE SERVICIOS PESQUEROS FERNAN  DEZ Y LEON LIMITADA,8,12,PERSONA JURIDICA COMERCIAL,"PESCA MARITIMA INDUSTRIAL, EXCEPTO DE BARCOS FACTORIA",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78642000-8,PESQUERA E INVERSIONES SAN JORGE LIMITADA,8,65,PERSONA JURIDICA COMERCIAL,PESCA MARITIMA ARTESANAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78644080-7,SOC CONSTRUCTORA LAS ARAUCARIAS LIMITADA,11,132,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78644160-9,PRODELCO SPA,10,277,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78644350-4,COMERCIAL COYAHUE SPA,11,143,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78645820-K,CONTRERAS Y SALAZAR LIMITADA,9,326,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78646200-2,COMERCIAL NEUMAVAL LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78646820-5,SOC DISTRIBUIDORA DE ALMACENES LA COLON LTDA,8,12,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78648780-3,PORZIO DEMOLICIONES S.A.,9,214,PERSONA JURIDICA COMERCIAL,DEMOLICION,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78649850-3,SOC COMERCIAL Y DISTRIBUIDORA MARFRAN LTDA,8,11,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78650610-7,VICTOR RICARDO LEIVA CASTRO SOCIEDAD ANONIMA,10,125,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
78650770-7,AUTOMOTORA GUIC LIMITADA,9,135,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Manufactura / Retail,False,,,,,,,,,
78651110-0,JOSE LUIS CATALAN Y COMPANIA LTDA,8,12,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
78651540-8,CONSTRUCTORA SCHIELE Y WERTH LIMITADA,10,252,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78652260-9,PINTURERIA PANORAMICA LIMITADA,9,78,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO, TINTAS DE IMPRENTA Y MASILLAS",IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78654390-8,SOC PESQUERA BAHIA CHILOTA Y COMPANIA LIMITADA,10,33,PERSONA JURIDICA COMERCIAL,"ELABORACION Y CONSERVACION DE OTROS PESCADOS, EN PLANTAS EN TIERRA (EXCEPTO BARCOS FACTORIA)",XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Manufactura / Retail,False,,,,,,,,,
78654420-3,TRANSPORTES MAQUINARIAS Y ARIDOS SPA,8,16,PERSONA JURIDICA COMERCIAL,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA",VII REGION DEL MAULE,Mining / Energía,False,,,,,,,,,
78655240-0,CONSTRUCTORA A Y M LIMITADA,8,40,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78656040-3,SERVICIOS INTEGRALES A CONTENEDORES LIMITADA,10,63,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78657120-0,COMERCIAL ROMAR LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78660490-7,ELSA G BELTRAN ROCHA Y COMPANIA LIMITADA,9,31,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78660650-0,TRANSPORTES RUIZ Y CIA LTDA,8,32,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
78661440-6,COMERCIAL OLIMPIA SPA,10,71,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78665450-5,ARTECHE TELECOMUNICACIONES LIMITADA,8,17,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,XIV REGION DE LOS RIOS,Utilities / Infraestructura,False,,,,,,,,,
78700090-8,ACEROS Y CILINDROS LIMITADA,9,23,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78702420-3,CONFITES COOKIEMAN SPA,10,136,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78702530-7,CONSTRUCTORA PIO V LIMITADA,10,363,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78703750-K,TRANSPORTE OCANA LIMITADA,10,49,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78703910-3,FORD MOTOR COMPANY CHILE SPA,13,39,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78703960-K,SOC INMOBILIARIA COPAYAPU LIMITADA,8,43,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,III REGION DE ATACAMA,Manufactura / Retail,False,,,,,,,,,
78705590-7,CONVERTIDORA L M LIMITADA,10,51,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS ARTICULOS DE PAPEL Y CARTON,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78706200-8,MEGA SERVICES COMPUTACION LIMITADA,8,135,PERSONA JURIDICA COMERCIAL,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78709600-K,COMERCIALIZADORA DE INSUMOS SOLCHEM SPA,10,31,PERSONA JURIDICA COMERCIAL,FABRICACION DE PLAGUICIDAS Y OTROS PRODUCTOS QUIMICOS DE USO AGROPECUARIO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78709800-2,CONSTRUCTORA OLBERTZ LTDA,9,131,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78710050-3,INMOBILIARIA LOS INGLESES LTDA,8,11,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78713010-0,ALIMENTOS FUNCIONALES SPA,9,66,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78715990-7,CONSTRUCTORA TRICAM SPA,12,1030,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78716330-0,TRANSPORTE DE EXCEDENTES INDUSTRIALES Y DE CONSTRUCCION LTDA,10,70,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78717120-6,TONELERIA NACIONAL LTDA,11,104,PERSONA JURIDICA COMERCIAL,FABRICACION DE RECIPIENTES DE MADERA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78717600-3,EDUARDO HUGEAT VERGARA Y CIA LTDA,10,124,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78726200-7,SERVICIOS E INVERSIONES PRAMAR SPA,11,483,PERSONA JURIDICA COMERCIAL,SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78726300-3,R Y V IMPERMEABILIZACION Y CONSTRUCCION LIMITADA,8,49,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78727230-4,VIDEOJET CHILE CODIFICADORA LIMITADA,11,70,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78727440-4,AUSENCO CHILE LIMITADA,13,1066,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78732230-1,PLASPAK MAQUINARIAS SPA,10,77,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78737530-8,ABASTOPLAST LIMITADA,8,46,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78738730-6,SOC DE TRANSPORTES PABLO Y BERNARDINO VERGARA LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78738750-0,RUBEN MARTINEZ SPA,9,168,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78740280-1,TECNOLOGIAS GRAFICAS CORDILLERA S A,10,82,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78745460-7,SOC COMERCIAL E INDUSTRIAL ALIMENTOS SHEN LIMITADA,9,66,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78745730-4,SCOTIA CORREDORA DE SEGUROS CHILE LIMITADA,13,17,PERSONA JURIDICA COMERCIAL,"SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
78748080-2,MOVIMIENTOS DE TIERRAS EXCAVACIONES Y SUMINISTROS INCOVEG LTDA,9,52,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
78748920-6,COMERCIALIZADORA DE EQUIPOS E INSUMOS PARA CONSTRUCCION SPA,9,92,PERSONA JURIDICA COMERCIAL,"INSTALACIONES DE GASFITERIA, CALEFACCION Y AIRE ACONDICIONADO",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78749650-4,JOSE VARGAS LEIVA Y COMPANIA LIMITADA,8,23,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
78750920-7,COMERCIAL E INDUSTRIAL INDUGAN LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
78753160-1,EMPRESA CONSTRUCTORA MAURICIO MINCK Y COMPANIA LIMITADA,8,66,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78753810-K,SOC COMERCIAL HIPERKOR LIMITADA,10,42,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
78754090-2,SOC COMERCIAL JUAN PANTANALLI ROZAS LIMITADA,10,130,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,Manufactura / Retail,False,,,,,,,,,
78754560-2,AQUACHILE MAGALLANES SPA,13,227,PERSONA JURIDICA COMERCIAL,CULTIVO Y CRIANZA DE PECES MARINOS,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Manufactura / Retail,False,,,,,,,,,
78755910-7,INGEAGUAS LIMITADA,8,41,PERSONA JURIDICA COMERCIAL,EVACUACION Y TRATAMIENTO DE AGUAS SERVIDAS,II REGION DE ANTOFAGASTA,Utilities / Infraestructura,False,,,,,,,,,
78760960-0,"INGENIERIA, MADERAS Y CONSTRUCCIONES LIMITADA",8,30,PERSONA JURIDICA COMERCIAL,ASERRADO Y ACEPILLADURA DE MADERA,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
78761120-6,INDUSTRIAL Y FORESTAL ZIPOFOREX LIMITADA,10,259,PERSONA JURIDICA COMERCIAL,FABRICACION DE MUEBLES PRINCIPALMENTE DE MADERA,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
78763820-1,TRANSPORTES E INVERSIONES GARICH LTDA,8,20,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78764450-3,TMA INGENIERIA Y OPERACIONES MINERAS LIMITADA,11,300,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78765740-0,MAESTRANZA RIO CLARO LIMITADA,8,18,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
78766490-3,LA VINOTECA SPA,12,253,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
78767180-2,JORGE GONZALEZ Y COMPANIA LIMITADA,8,38,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
