RUT_DV;Razón social;Tramo según ventas;Número de trabajadores;Tipo de contribuyente;Actividad económica;Región;Segmento;Scored;score;vertical;pain_point;reasoning;num_hijos;num_padres;Nombre_Fantasia;Sitio_Web;Confianza_Lookup
59144380-1;IDEMIA IDENTITY & SECURITY CHILE;13;93;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES DE IMPRESION N.C.P.;XIII REGION METROPOLITANA;Manufactura / Retail;True;43.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena de proveedores de componentes y servicios de seguridad e identidad digital, asegurando cumplimiento normativo y mitigación de riesgos operacionales.;IDEMIA es una gran empresa (93 trabajadores) en el sector de manufactura y retail de soluciones de identidad y seguridad. No está sujeta a regulación específica de CMF, Sernageomin, SEC o CNE (puntaje regulación: 0). Dada su tamaño y naturaleza de operaciones en manufactura/retail, se estima que maneja entre 50-200 proveedores de componentes, servicios logísticos y partners tecnológicos (puntaje proveedores: 15). No existe señal externa registrada (puntaje señal: 0). El principal pain point es la necesidad de debida diligencia en proveedores críticos de componentes de seguridad y tecnología, donde un proveedor deficiente o de riesgo podría comprometer sus operaciones y reputación.;0.0;0.0;;;
70016130-7;FUNDACION VIVIENDA;10;84;ORG. SIN FINES DE LUCRO;FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES;XIII REGION METROPOLITANA;Manufactura / Retail;True;43.0;Manufactura Retail;Gestión y debida diligencia de una red extendida de proveedores y colaboradores en operaciones de manufactura y retail;Fundación Vivienda es una gran empresa (84 trabajadores) en el sector Manufactura Retail sin regulación sectorial específica (no aplica CMF, Sernageomin, SEC ni CNE). Con 84 empleados y operaciones en manufactura/retail, probablemente maneja entre 50-200 proveedores (15 puntos), considerando cadena de suministro típica de este sector. No hay señal externa disponible (0 puntos). El ICP es moderado: la empresa tiene tamaño considerable pero opera en vertical no crítico regulatoriamente, sin urgencias externas aparentes.;0.0;0.0;;;
59301350-2;CHINA RAILWAY INTERNATIONAL GROUP SUCURSAL CHILE;11;32;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;43.0;Manufactura Retail;Gestión y evaluación de riesgos en una cadena de suministro internacional compleja, con múltiples proveedores y colaboradores en diferentes jurisdicciones.;China Railway International Group es una gran empresa constructora/manufacturera (32 trabajadores registrados, clasificada como gran empresa) con operaciones internacionales en Chile. No está regulada por CMF, Sernageomin, SEC o CNE (score regulación: 0). Considerando su tamaño y naturaleza de operaciones en manufactura/retail, se estima que maneja entre 50-200 proveedores típicamente, otorgando 15 puntos. Sin señal externa reportada (N/A = 0). El principal pain point es la evaluación continua de proveedores y riesgos de cumplimiento normativo en contexto de empresa extranjera con operaciones multi-jurisdiccionales.;1.0;0.0;;;
59172470-3;HMV CHILE;11;55;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;43.0;Manufactura Retail;Gestión y evaluación de riesgo de múltiples proveedores en cadena de suministro de manufactura y retail;HMV Chile es una gran empresa (55 trabajadores) en manufactura retail sin regulación sectorial específica (no financiero, minería, utilities). Como empresa de manufactura retail de tamaño considerable, típicamente maneja entre 50-200 proveedores en su cadena de suministro (15 puntos). No hay señal externa reportada (0 puntos). El pain_point se centra en la necesidad crítica de evaluar y monitorear proveedores en un modelo de negocio que depende de múltiples actores en la cadena.;0.0;1.0;;;
59296590-9;CHINA ROAD AND BRIDGE CORPORATION, AGENCIA EN CHILE;8;22;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;42.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores internacional, dada su naturaleza de empresa constructora/manufacturera con operaciones transnacionales;China Road and Bridge Corporation es una empresa constructora e ingenieril de gran escala internacional con presencia en Chile. No está regulada por CMF, Sernageomin, SEC o CNE específicamente. Como empresa de manufactura/construcción de este tamaño con matriz internacional (1 empresa padre), típicamente maneja más de 200 proveedores en su cadena de suministro global (contratistas, subcontratistas, proveedores de materiales y servicios). Sin señal externa reportada (N/A). El tamaño mediano (12 puntos) indica capacidad operativa para manejo complejo de proveedores, lo que hace de Plutto una solución valiosa para debida diligencia de su ecosistema.;0.0;1.0;;;
59303840-8;NARI TECHNOLOGY CO. LTD. AGENCIA EN CHILE;12;14;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de suministro de proveedores internacionales y locales, considerando su naturaleza de agencia con matriz extranjera.;NARI Technology es una agencia de una empresa matriz extranjera en el sector manufactura retail con 14 trabajadores. No está regulada por CMF, Sernageomin, SEC o CNE (sector no financiero, minero, energético ni de utilidades). Con tamaño mediano-pequeño pero giro de retail/manufactura, se estima entre 50-200 proveedores (15 puntos) considerando operaciones de distribución/comercialización. No hay señal externa registrada (N/A = 0 puntos). El pain point se centra en la necesidad de debida diligencia de proveedores en contexto de cadena de suministro internacional típica de agencias comerciales.;0.0;1.0;;;
53317999-1;SUCESION BENEDICTO ESTANISLAO MENA SEPULVEDA;10;23;SIN PER. JURIDICA;VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgo en la cadena de proveedores y distribuidores para asegurar cumplimiento normativo y mitigar riesgos operacionales;La empresa es una gran empresa (20+ trabajadores) en el sector Manufactura Retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño y giro, probablemente maneja entre 50-200 proveedores (manufactura retail típicamente requiere múltiples proveedores de materias primas, componentes y distribución). No hay señal externa reportada (N/A). El pain point principal es la debida diligencia en proveedores, área core de Plutto, especialmente crítica en empresas de manufactura-retail que dependen de cadenas complejas.;0.0;0.0;;;
52004188-5;PRODUCTORA Y COMERCIALIZADORA JORGE ALEJANDRO LEON BARRERA E I R L;10;48;PERSONA JURIDICA COMERCIAL;ELABORACION Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgo en cadena de proveedores de manufactura y distribución retail;La empresa es una EIRL de manufactura/retail con 48 trabajadores (gran empresa) en la RM. No está regulada por entidades como CMF, Sernageomin, SEC o CNE (puntuación 0). Por su tamaño y giro mixto (manufactura + retail), probablemente maneja entre 50-200 proveedores considerando necesidades de materia prima, distribución y operaciones (puntuación 15). Sin señal externa reportada (puntuación 0). El pain point principal es la debida diligencia en su cadena de proveedores, que es crítica para empresas de este tamaño en sectores donde el riesgo reputacional y operacional es significativo.;0.0;0.0;;;
52003549-4;HECTOR CHRISTIAN PORTE MATURANA E I R L;10;28;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores para asegurar calidad y cumplimiento normativo en operaciones de manufactura y retail;La empresa es una EIRL de manufactura/retail con 28 trabajadores (gran empresa) en la RM. No está sujeta a regulación específica de CMF, Sernageomin, SEC o CNE típicamente. Con 28 empleados y operaciones en manufactura-retail, probablemente maneja entre 50-200 proveedores (15 puntos) para materias primas, componentes y servicios. Sin señal externa reportada (N/A = 0 puntos). El pain point principal es la necesidad de realizar debida diligencia y evaluación de riesgos en su base de proveedores, que es exactamente lo que Plutto soluciona.;0.0;0.0;;;
52003179-0;TRENZADURÍA FRAILE SPA;8;19;PERSONA JURIDICA COMERCIAL;FABRICACION DE CUERDAS, CORDELES, BRAMANTES Y REDES;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de manufactura y distribución retail;TRENZADURÍA FRAILE es una empresa mediana (19 trabajadores) en manufactura retail sin regulación sectorial específica (no financiero, minería, utilities ni energía). Con 2 empresas hijas, estructura de distribución y tamaño mediano, probablemente maneja entre 50-200 proveedores de materias primas, manufactura y logística retail, justificando 15 puntos. Sin señal externa reportada (N/A), obtiene 0 puntos. La empresa es ICP válida para Plutto por su necesidad de debida diligencia en cadena de suministro.;2.0;0.0;;;
59237240-1;CONDUCCIONES Y MONTAJES SUROESTE AGENCIA EN CHILE;10;31;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;40.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;La empresa es una gran empresa (31 trabajadores) en manufactura/retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Operando en manufactura y retail con estructura multi-nivel (tiene empresa padre), probablemente gestiona entre 50-200 proveedores considerando su tamaño y complejidad operativa. No hay señal externa reportada. El pain point se enfoca en la necesidad crítica de debida diligencia en proveedores, línea directa con la propuesta de valor de Plutto.;0.0;1.0;;;
59178970-8;SOCIEDAD ESPANOLA DE CONSTRUCCIONES ELECTRICAS S.A. AGENCIA EN CHILE;8;71;SOCIEDADES EXTRANJERAS;INSTALACIONES ELECTRICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;38.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de componentes eléctricos y manufactura;SOCIEDAD ESPAÑOLA DE CONSTRUCCIONES ELECTRICAS es una empresa de manufactura/retail con 71 trabajadores (mediana empresa). No está regulada por entidades como CMF, Sernageomin, SEC o CNE. Con 71 empleados y operaciones en construcciones eléctricas, se estima que maneja entre 50-200 proveedores de componentes, materiales y servicios especializados (15 puntos). Sin señal externa registrada (N/A). Como empresa manufacturera con estructura corporativa (1 empresa padre, 1 hija), el pain point principal es la debida diligencia y evaluación de riesgos de proveedores en su cadena de suministro.;1.0;1.0;;;
76001258-0;INDUSTRIA DE LA MADERA DAMIAN FUENTES CARRASCO E.I.R.L.;9;57;PERSONA JURIDICA COMERCIAL;ASERRADO Y ACEPILLADURA DE MADERA;VII REGION DEL MAULE;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores de materia prima y componentes para manufactura;La empresa es una EIRL de manufactura y retail de madera con 57 trabajadores (mediana), ubicada en la región del Maule. No está regulada por CMF, Sernageomin, SEC o CNE. Como empresa manufacturera de este tamaño, probablemente maneja entre 50-200 proveedores de insumos forestales y comerciales (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain point identificado es la necesidad de evaluar proveedores de forma sistemática, especialmente relevante en la industria maderera donde la debida diligencia en la cadena de suministro es crítica para compliance y riesgos reputacionales.;0.0;0.0;;;
76002253-5;CONSTRUCTORA TIERRA AUSTRAL LIMITADA;8;53;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;X REGION LOS LAGOS;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de construcción y manufactura, asegurando compliance y mitigación de riesgos operacionales.;La empresa es una constructora mediana (53 trabajadores) sin regulación directa de entidades como CMF, Sernageomin o CNE. No presenta señal externa relevante (N/A). Considerando su tamaño mediano y giro en construcción/manufactura retail, se estima que maneja entre 50-200 proveedores típicos para este sector (materiales, subcontratistas, servicios), asignando 15 puntos. El pain point se enfoca en la evaluación de proveedores, necesidad crítica para constructoras que requieren verificar solvencia y riesgos antes de contratar.;0.0;0.0;;;
76002732-4;VITIVINICOLA FUNDO LOS NICHOS S.A.;8;22;PERSONA JURIDICA COMERCIAL;ELABORACION DE PISCO (INDUSTRIAS PISQUERAS);IV REGION COQUIMBO;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de insumos vitivinícolas y distribución retail;Empresa vitivinícola mediana (22 trabajadores) con estructura corporativa (1 empresa hija, 3 padres) en región productora. No está bajo regulación directa de CMF, Sernageomin, SEC o CNE. Como manufactura retail con 22 trabajadores, probablemente maneja entre 50-200 proveedores (insumos agrícolas, logística, distribuidores) = 15 puntos. Sin señal externa reportada = 0 puntos. El tamaño mediano (12 puntos) y estructura multisocietal sugiere necesidad de debida diligencia en proveedores y distribuidores para mitigar riesgos operacionales y comerciales.;1.0;3.0;;;
76002894-0;SERVICIOS RIQUELME MADARIAGA LIMITADA;9;67;PERSONA JURIDICA COMERCIAL;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores para asegurar cumplimiento normativo y mitigación de riesgos operacionales.;Empresa mediana (67 trabajadores) en sector Manufactura Retail sin regulación específica de entidades como CMF, Sernageomin, SEC o CNE. No presenta señal externa documentada. Dada su naturaleza de manufactura y retail, es probable que maneje entre 50-200 proveedores para operaciones de producción y distribución, asignando 15 puntos. El tamaño mediano y modelo de negocio sugieren necesidad de debida diligencia en cadena de suministro como pain point relevante para Plutto.;0.0;0.0;;;
76003102-K;SOLKOM INGENIERIA Y CONSTRUCCION SPA;9;74;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores para asegurar cumplimiento normativo y mitigar riesgos operacionales.;SOLKOM es una empresa mediana (74 trabajadores) en manufactura y retail sin regulación externa específica (CMF, Sernageomin, SEC, CNE no aplican). Dada su tamaño y giro, probablemente maneja entre 50-200 proveedores en su cadena de suministro, típico de empresas manufactureras medianas que requieren múltiples insumos y servicios. No hay señal externa disponible. El pain_point se enfoca en la debida diligencia de proveedores, necesidad crítica para empresas de este tamaño en manufactura/retail donde la gestión de riesgos en la cadena suministro es operacionalmente relevante.;0.0;0.0;;;
76003193-3;FORMAS WOOD LIMITADA;8;19;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores de manufactura y distribución retail;FORMAS WOOD es una empresa mediana (19 trabajadores) en manufactura retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). No presenta señal externa. Dada su naturaleza de manufactura con distribución retail y tamaño mediano, estimamos maneja entre 50-200 proveedores (madera, insumos, componentes, logística), lo que justifica 15 puntos. El principal dolor sería evaluar y monitorear proveedores para mitigar riesgos operacionales y de calidad en su cadena de suministro.;1.0;0.0;;;
59287890-9;D2R INTERNATIONAL LLC;8;62;SOCIEDADES EXTRANJERAS;FABRICACION DE FIBRAS DE VIDRIO;II REGION DE ANTOFAGASTA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y retail, especialmente en contexto de operaciones regionales con múltiples proveedores;D2R International es una empresa mediana (62 trabajadores) del sector manufactura/retail en Antofagasta. No está bajo regulación de CMF, Sernageomin, SEC o CNE (no es financiera, minería formal, utilities ni energía). Estimamos entre 50-200 proveedores típicos para una mediana empresa de manufactura/retail (15 puntos). Sin señal externa reportada (N/A = 0 puntos). El pain point relevante es la necesidad de debida diligencia en proveedores dado su tamaño y modelo de negocio multi-proveedor.;0.0;1.0;;;
59204900-7;SOLER Y PALAU S.A. DE CAPITAL VARIABLE ESTABLECIMIENTO PERMANENTE  EN CHILE;9;111;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;SOLER Y PALAU es una empresa mediana (111 trabajadores) en manufactura retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Como empresa de manufactura con operaciones retail en Chile, típicamente maneja entre 50-200 proveedores considerando producción, logística y distribución. Sin señal externa reportada (N/A). El principal dolor es la necesidad de debida diligencia continua sobre proveedores en un sector donde la cadena de suministro es crítica y los riesgos de cumplimiento normativo son relevantes.;0.0;0.0;;;
75013900-0;EMPRESA DE SERVICIOS DE INGENIERIA DABED Y DABED LTDA;8;66;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;IV REGION COQUIMBO;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores para asegurar cumplimiento normativo y calidad operacional;Empresa mediana (66 trabajadores) en manufactura/retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño e industria, estima una cadena de proveedores entre 50-200 (manufactura típicamente requiere múltiples proveedores de materias primas, componentes y servicios). Sin señal externa reportada (N/A). El dolor principal radica en la necesidad de evaluar y monitorear proveedores continuamente para mitigar riesgos operacionales y de cumplimiento.;0.0;1.0;;;
52003508-7;SAENS POLIMEROS Y REVESTIMIENTOS LIMITADA;8;72;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;I REGION DE TARAPACA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de materias primas y productos químicos para manufactura;SAENS es una empresa mediana (72 trabajadores) en manufactura de polímeros y revestimientos ubicada en la I Región. No está regulada por CMF, Sernageomin, SEC o CNE específicamente (0 puntos). Por su tamaño mediano y naturaleza de manufactura con distribución retail, probablemente maneja entre 50-200 proveedores de materias primas, químicos e insumos (15 puntos). Sin señal externa registrada (0 puntos). El principal pain point es la evaluación de proveedores de sustancias químicas y materiales, donde Plutto puede automatizar la debida diligencia y detección de riesgos de cumplimiento normativo.;0.0;0.0;;;
52004268-7;AV. CONSTRUCCIONES LIMITADA;9;188;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL;IV REGION COQUIMBO;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores para asegurar cumplimiento normativo y calidad operacional;Empresa mediana (188 trabajadores) en sector Manufactura Retail sin regulación sectorial específica (CMF, Sernageomin, SEC, CNE no aplican). Por su tamaño y modelo de negocio, probablemente maneja entre 50-200 proveedores (puntuación 15). Sin señal externa reportada (N/A = 0). El principal valor de Plutto sería mitigar riesgos operacionales y de cumplimiento en su red de abastecimiento.;0.0;1.0;;;
52005039-6;FORESTAL ERWIN IVAN ERICES CASTRO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;9;85;PERSONA JURIDICA COMERCIAL;VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACION DE MADERA;IX REGION DE LA ARAUCANIA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro forestal, incluyendo cumplimiento normativo ambiental y laboral de proveedores.;Empresa forestal mediana (85 trabajadores) en región productiva sin regulación sectorial específica relevante (CMF, Sernageomin, SEC, CNE no aplican directamente). Estimamos 50-200 proveedores típicos para manufactura/retail de este tamaño operando en Araucanía (15 puntos). Sin señal externa reportada (0 puntos). Como empresa forestal, requiere supervisión de proveedores de insumos, transporte y distribución, donde Plutto puede agregar valor en due diligence y detección de riesgos de cumplimiento.;0.0;0.0;;;
59324290-0;AEGION COATING SERVICES, LLC, AGENCIA EN CHILE;9;67;SOCIEDADES EXTRANJERAS;TRATAMIENTO Y REVESTIMIENTO DE METALES, MAQUINADO;VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores de servicios de recubrimiento y manufactura;Aegion es una empresa de manufactura/retail con 67 trabajadores (mediana) que opera en la VI región. No está regulada por entidades financieras, minería o energía (puntos regulación = 0). Como empresa de servicios de coating y manufactura de tamaño mediano, probablemente maneja entre 50-200 proveedores dado su volumen operacional (puntos proveedores = 15). No hay señal externa documentada (puntos señal = 0). El pain point principal es la necesidad de evaluar y monitorear proveedores en una industria donde la calidad y conformidad regulatoria son críticas.;0.0;1.0;;;
52003356-4;JUAN OSCAR MERINO SANCHEZ SERVICIOS Y OBRAS FERROVIARIAS E.I.R.L.;9;185;PERSONA JURIDICA COMERCIAL;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;V REGION VALPARAISO;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos de proveedores en cadena de suministro de servicios y obras ferroviarias, asegurando cumplimiento normativo y reduciendo exposición a proveedores de alto riesgo.;Empresa mediana (185 trabajadores) en sector Manufactura Retail con actividades en servicios y obras ferroviarias. No está regulada por CMF, Sernageomin, SEC o CNE específicamente. Estimamos 50-200 proveedores (15 puntos) considerando su tamaño y complejidad operacional típica de empresas de servicios ferroviarios que requieren múltiples proveedores especializados. Sin señal externa reportada (N/A). El pain point se centra en evaluación de proveedores, alineado con propuesta de valor de Plutto en contexto B2B.;0.0;0.0;;;
59309420-0;CHANGJIANG SURVEY, PLANNING, DESIGN AND RESEARCH CO., LTD AGENCIA EN CHILE;9;55;SOCIEDADES EXTRANJERAS;OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores internacionales y locales;La empresa es una agencia de una corporación china en Chile dedicada a manufactura/retail con 55 trabajadores (mediana). No presenta indicadores de regulación sectorial específica (CMF, Sernageomin, SEC, CNE). Dada su naturaleza de manufactura/retail con estructura internacional (empresa padre en China), probablemente mantiene entre 50-200 proveedores para operaciones de producción, distribución y servicios, por lo que se asignan 15 puntos. Sin señal externa reportada (N/A). El pain point principal es la debida diligencia en proveedores, especialmente considerando su naturaleza transnacional.;0.0;1.0;;;
52002235-K;DISEC DISENO Y CONSTRUCCION SPA;8;32;PERSONA JURIDICA COMERCIAL;OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de suministro de proveedores de manufactura y distribución retail;DISEC es una empresa mediana (32 trabajadores) en manufactura/retail sin indicios de regulación sectorial específica (no es financiera, minería, energía ni utilities). No presenta señal externa documentada. Dado su tamaño y giro dual (manufactura + retail), probablemente maneja entre 50-200 proveedores en su cadena de suministro (15 puntos), un volumen típico para empresas medianas que requieren múltiples insumos y distribución. Su mayor necesidad de compliance es la debida diligencia sobre proveedores y socios comerciales, que es exactamente el valor principal de Plutto.;1.0;0.0;;;
52003762-4;INGENIERIA Y DESARROLLO TECNOLOGICO LIMITADA;8;24;PERSONA JURIDICA COMERCIAL;FABRICACION DE CARROCERIAS PARA VEHICULOS AUTOMOTORES, FABRICACION DE REMOLQUES Y SEMIRREMOLQUES;VIII REGION DEL BIO BIO;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en la cadena de proveedores para asegurar cumplimiento normativo y mitigación de riesgos operacionales;La empresa es una PYME mediana (24 trabajadores) en manufactura retail sin regulación específica de entidades como CMF, Sernageomin, SEC o CNE. No presenta señal externa. Por su tamaño y naturaleza de manufactura/retail, probablemente gestiona entre 50-200 proveedores (15 puntos), típico para empresas de este segmento que requieren materias primas e insumos diversos. El principal pain_point es la debida diligencia en proveedores, donde Plutto agrega valor evaluando riesgos de colaboradores antes de establecer relaciones comerciales.;1.0;0.0;;;
52001658-9;INEEC SPA;8;56;PERSONA JURIDICA COMERCIAL;INSTALACIONES ELECTRICAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;INEEC SPA es una empresa mediana (56 trabajadores) en el sector Manufactura Retail, sin regulación específica de organismos como CMF, Sernageomin, SEC o CNE (puntaje regulación: 0). Dada su naturaleza de manufactura y retail con operaciones en RM, se estima que maneja entre 50-200 proveedores típicos para este tipo de operación (puntaje proveedores: 15). No hay señal externa reportada (N/A), por lo que puntaje señal es 0. El pain point relevante es la necesidad de evaluación sistemática de proveedores y gestión de riesgos en su cadena de suministro, donde Plutto puede aportar valor significativo.;0.0;0.0;;;
59241160-1;CORPORACION ACCIONA INFRAESTRUCTURAS S.L AGENCIA CHILE;9;34;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de infraestructura y manufactura, con necesidad de cumplimiento normativo en proyectos de envergadura.;ACCIONA es empresa de infraestructuras con 34 trabajadores (mediana) y 1 empresa hija, operando en manufactura/retail. No está regulada por CMF, Sernageomin, SEC o CNE directamente. Dada su tamaño mediano y naturaleza de operaciones en infraestructura/construcción, probablemente gestiona entre 50-200 proveedores (puntuación 15). Sin señal externa explícita registrada (N/A). El pain point principal es la evaluación y debida diligencia de proveedores complejos en cadena de suministro de infraestructura, donde Plutto agrega valor en gestión de riesgos y compliance.;1.0;0.0;;;
59233410-0;CHINA FIRST HIGHWAY ENGINEERING CO., LTD., AGENCIA EN CHILE;8;119;SOCIEDADES EXTRANJERAS;CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL;XIII REGION METROPOLITANA;Manufactura / Retail;True;35.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de suministro internacional, considerando que es una agencia de empresa china con operaciones en Chile;La empresa es una agencia de manufactura/retail con 119 trabajadores (mediana empresa). No está regulada por entidades como CMF, Sernageomin, SEC o CNE (puntaje regulación: 0). Dada su naturaleza de manufactura retail con ~119 empleados y estructura operativa, probablemente maneja entre 50-200 proveedores, estimado típico para empresas de este tamaño en el sector (puntaje: 15). No hay señal externa reportada (N/A = 0). El pain point relevante es la evaluación de proveedores en contexto internacional, alineado con la propuesta de valor de Plutto para debida diligencia y detección de riesgos.;0.0;0.0;;;
76000474-K;SOCIEDAD COMERCIALIZADORA PROHESA LIMITADA;8;22;PERSONA JURIDICA COMERCIAL;FABRICACION DE PLASTICOS Y CAUCHO SINTETICO EN FORMAS PRIMARIAS;XIII REGION METROPOLITANA;Manufactura / Retail;True;32.0;Manufactura Retail;Gestión y evaluación de riesgos en cadena de proveedores de manufactura y distribución retail;Empresa mediana (22 trabajadores) en manufactura retail sin regulación específica de entidades como CMF, Sernageomin o CNE. Por su tamaño y giro, probablemente gestiona entre 50-200 proveedores típicos de este sector (manufactura, distribución, retail). Sin señal externa reportada (N/A). El pain_point se alinea con empresas que necesitan evaluar múltiples proveedores y colaboradores en cadenas complejas de suministro.;0.0;0.0;;;
